Date,MMM,AXP,AAPL,BA,CAT,CVX,CSCO,KO,DOW,XOM,GS,HD,IBM,INTC,JNJ,JPM,MCD,MRK,MSFT,NKE,PFE,PG,TRV,UNH,UTX,VZ,V,WMT,WBA,DIS
2019-09-16,166.70408630371094,116.78699493408203,218.72268676757812,374.4241943359375,131.19134521484375,121.48896789550781,49.22258758544922,53.5599250793457,47.60356903076172,71.82034301757812,214.689453125,229.5220184326172,139.361572265625,51.65987777709961,127.83352661132812,117.45896911621094,204.7977294921875,81.47135162353516,135.49758911132812,86.80204772949219,36.10861587524414,118.28724670410156,145.45584106445312,233.5321807861328,136.7449493408203,58.280738830566406,175.56126403808594,115.0539321899414,54.454769134521484,134.99124145507812
2019-09-17,165.13206481933594,118.18677520751953,219.51840209960938,379.7117004394531,130.2257537841797,121.26384735107422,48.68070602416992,53.837852478027344,46.622554779052734,71.27484130859375,213.3947296142578,228.74697875976562,139.0876922607422,51.4124641418457,127.96182250976562,116.87738037109375,207.2169952392578,81.94808197021484,136.55111694335938,87.12033081054688,35.78507995605469,119.68002319335938,146.36033630371094,231.62950134277344,135.8833465576172,58.64315414428711,175.90020751953125,115.98973846435547,53.962764739990234,135.49819946289062
2019-09-18,164.5130615234375,117.87901306152344,221.57733154296875,381.8959045410156,129.14195251464844,121.54769134521484,48.61174011230469,53.82792282104492,46.14661407470703,70.93390655517578,214.55108642578125,229.363037109375,139.10726928710938,51.20463943481445,128.69207763671875,118.05039978027344,207.78970336914062,82.45460510253906,137.67420959472656,87.60771179199219,35.66743087768555,119.92697143554688,145.58505249023438,229.72682189941406,136.32899475097656,58.701927185058594,174.74378967285156,116.6368408203125,53.53964614868164,135.9852752685547
2019-09-19,164.1495361328125,116.93590545654297,219.7770233154297,379.94891357421875,128.20591735839844,121.03872680664062,48.463951110839844,54.11577224731445,46.272884368896484,70.45659637451172,212.72262573242188,226.67025756835938,139.84085083007812,51.03639602661133,128.39602661132812,117.67581939697266,207.8785858154297,83.39813995361328,140.20864868164062,87.22974395751953,35.794883728027344,120.41098022460938,146.05221557617188,231.95823669433594,136.2002410888672,58.75090026855469,175.41172790527344,116.5870590209961,53.697086334228516,132.50611877441406
2019-09-20,163.84494018554688,115.95309448242188,216.5642852783203,374.9579162597656,126.27474975585938,121.68472290039062,48.867897033691406,53.51029586791992,46.8265266418457,70.21307373046875,211.25,223.2421875,138.7747039794922,50.1951904296875,129.91574096679688,117.20267486572266,206.76275634765625,84.58003997802734,138.58859252929688,86.21521759033203,35.97135925292969,120.746826171875,145.3961944580078,231.99807739257812,134.25921630859375,59.05455017089844,173.51763916015625,116.4576416015625,54.120208740234375,131.4822540283203
2019-09-23,163.84494018554688,117.38264465332031,217.5489959716797,372.6254577636719,126.53092193603516,122.25243377685547,48.690555572509766,53.738590240478516,46.53513717651367,70.26177215576172,210.9732666015625,224.81214904785156,138.96055603027344,50.373329162597656,130.00454711914062,117.1829605102539,208.88577270507812,83.78548431396484,138.29042053222656,87.21979522705078,35.53017044067383,121.71485900878906,145.6546173095703,227.89385986328125,134.3582305908203,58.97618865966797,174.364990234375,117.09477996826172,53.45108413696289,131.67112731933594
2019-09-24,161.86026000976562,117.31314849853516,216.51455688476562,377.1914978027344,124.13666534423828,121.11701965332031,48.39498519897461,53.897403717041016,45.26272964477539,69.29742431640625,205.32977294921875,223.97747802734375,138.57907104492188,49.304500579833984,129.8170623779297,115.65509033203125,209.35977172851562,83.03065490722656,136.5411834716797,86.71253204345703,35.3046760559082,122.10009765625,145.8633575439453,224.1383056640625,134.17007446289062,59.27003860473633,173.9363250732422,117.87129974365234,52.772125244140625,131.1840362548828
2019-09-25,161.13319396972656,118.25626373291016,219.8466339111328,381.6883544921875,124.74754333496094,120.89189910888672,48.87775421142578,53.768367767333984,46.311737060546875,69.5019760131836,207.5832061767578,226.650390625,140.0266876220703,50.492088317871094,129.26443481445312,116.31552124023438,209.9621124267578,82.53406524658203,138.5090789794922,90.32306671142578,35.196834564208984,121.51730346679688,145.9627685546875,221.3191375732422,135.5070343017578,59.03495788574219,174.7338409423828,117.94098663330078,53.490447998046875,132.29736328125
2019-09-26,160.96615600585938,118.04779052734375,218.71273803710938,382.37030029296875,124.5307846069336,117.6129150390625,48.10926818847656,53.98673629760742,45.87464904785156,69.13182830810547,205.79429626464844,228.3296356201172,140.4081573486328,50.39311981201172,127.15264129638672,115.35936737060547,209.9324951171875,83.30874633789062,138.68797302246094,91.67577362060547,35.07918167114258,122.79154205322266,147.20521545410156,214.65475463867188,136.2002410888672,59.201473236083984,175.10267639160156,117.77174377441406,53.214927673339844,130.48822021484375
2019-09-27,161.6539306640625,117.7301025390625,217.6484832763672,378.3873596191406,124.72783660888672,116.08597564697266,48.119117736816406,53.90733337402344,45.719242095947266,69.62861633300781,206.5355682373047,228.39920043945312,140.10494995117188,50.25457000732422,126.90592956542969,116.03952026367188,210.48545837402344,82.3453598022461,136.88902282714844,91.81502532958984,35.510562896728516,123.0483627319336,147.10580444335938,214.4355926513672,135.0712890625,59.0643424987793,173.4578399658203,117.92107391357422,53.53964614868164,129.18601989746094
